web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1680069002-59","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Long Beach NY - Tech FairLong Beach NY - Tech Fair","https://www.eventbrite.com/e/long-beach-ny-tech-fair-tickets-597409627277?aff=ebdssbdestsearch","Long Beach NY - Tech Fair","Saturday, April 1 · 11am - 3pm EDT","615 Riverside Blvd 615 Riverside Boulevard Long Beach, NY 11561","About this event4 hoursMobile eTicketWelcome to the Long Beach Teach Fair This event is the perfect opportunity for anyone who is interested in the latest advancements in robotics, artificial intelligence, social media, virtual reality, and other emerging technologies. If you want to stay ahead of the curve and be at the forefront of innovation, then this is an event you can't afford to miss.At this expo, you'll get the chance to interact with cutting-edge technologies that are poised to revolutionize the way we live, work, and play. You'll have the opportunity to see the latest robots in action, experience virtual reality firsthand, and discover how AI is transforming industries from healthcare to finance.In addition to showcasing amazing tech, the expo will also feature a series of expert-led talks and panel discussions. You'll hear from industry leaders, academics, and researchers about the future of these technologies and the impact they're likely to have on society.But this event is not just for tech enthusiasts and industry professionals. Anyone who is curious about the future and wants to be part of the conversation should attend. Emerging technologies are shaping the world we live in, and it's important for everyone to understand their potential and their limitations.So come join us at the Long Beach NY Tech Fair and be part of the future. Whether you're a student, a business owner, or just someone who loves to learn, there's something for everyone at this event. Don't miss out on the chance to see the future today!PANEL AND KEYNOTES SPEAKERSKevin White - Information technology specialists at SOFI BankDiana Rose - Founder of Sovereign Markets, LLCNathan Coy - Founder of Wartime Leadership, LLCPaul Aloo - Founder of Success Draft, LLCFREE DRINKS AND FOOD WILL BE OFFEREDAgendaTech CareerLeadershipPanel Speakers11:40 AM - 12:10 PM How to leverage your career with technologyKevin White","Glorious Destiny Missions, Inc.","https://www.eventbrite.com/o/glorious-destiny-missions-inc-50150713693"
"1680069006-60","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Big Red Ventures Annual MeetingBig Red Ventures Annual Meeting","https://www.eventbrite.com/e/big-red-ventures-annual-meeting-tickets-515200357137?aff=ebdssbdestsearch","Big Red Ventures Annual Meeting","Thursday, April 20 · 5:30 - 8:30pm EDT","Cornell Tech: Verizon Executive Education Center 2 West Loop Rd New York, NY 10044","About this event3 hoursMobile eTicketYou’re invited to join Big Red Ventures, Cornell’s MBA-run early-stage venture capital fund, for the 2023 Annual Meeting on Thursday, April 20 from 5:30-8:30 p.m. at Cornell Tech's Verizon Executive Education Center in New York City. The event will feature a keynote speaker, an introduction into the BRV portfolio companies, a chance to meet both the class of '23 and class of '24 fund manager teams, and the opportunity to network with active Cornell alumni in the startup and venture ecosystem. Portfolio company presentations will be followed by networking over appetizers and beverages.General admission tickets for the event are $40. Ticket includes access to networking, content, appetizers, and a light bar.A﻿bout Big Red Ventures:Big Red Ventures is Cornell University's student run venture capital fund.Big Red Venture Fund (BRV) is an early-stage venture capital fund operated entirely by a team of MBA students at Cornell University’s Johnson Graduate School of Management. Founded in 2001, BRV is one of the the oldest student-run venture funds. BRV typically invests up to $25,000 in U.S.-based, high-growth companies across all industries. Initially funded by donations to Cornell University, BRV is a true evergreen fund, recycling all proceeds for reinvestment. Along with investing start-up capital in promising new companies, BRV also serves as the gateway to Cornell technologies by providing its investment partners unique access to new innovations.A﻿ccessibility:Please contact Hope Spithaler (hbs63@cornell.edu) at least five days prior to the event with any accessibility needs. A﻿greement:By registering for this event, you acknowledge and agree to our Privacy Policy and Terms & Conditions. C﻿ontact:Q﻿uestions?  Contact board@brventurefund.com.","Big Red Ventures","https://www.eventbrite.com/o/big-red-ventures-32770354899"
"1680069009-61","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","New York City FoodHack meetup - Fungi ForumNew York City FoodHack meetup - Fungi Forum","https://www.eventbrite.com/e/new-york-city-foodhack-meetup-fungi-forum-tickets-425574373407?aff=ebdssbdestsearch","New York City FoodHack meetup - Fungi Forum","Wednesday, March 29 · 6:30 - 9:30pm EDT","Newlab 19 Morris Avenue Brooklyn, NY 11205","About this event3 hoursMobile eTicketAbout this EventJ﻿oin Fungi Forum, the second FoodHack Meetup in New York City, in collaboration with Newlab. FoodHack meetups for food tech entrepreneurs, investors and food enthusiasts to network and hear from food industry speakers. Whether you're growing your food business, looking to connect with startups to invest in or want to network with other like-minded professionals - this event is for you.Date : Wednesday March 29thTime: 6:30 PMVenue: Newlab, Brooklyn Navy Yard, 19 Morris Ave, Brooklyn, NY 11205, United StatesLanguage : EnglishA﻿genda: Introductions from FoodHack NYC and NewlabPanel and Q&AFood from our incredible partners and networking Pitch:  Are you launching a new product? Are you looking for your next R&D expert or your next CEO? Are you looking for a job or an internship? Join our 30-second pitch session and share your business update with the audience (open to anyone). The FoodHack Meetup concept:Global food industry meetups to network, learn and get inspired. Always free to attend and open to everyoneIndustry guest speakers speaking and answering questions from the audienceOpportunity to pitch your business, venture, etc. on stageAbout the Organizer:FoodHack is a global community for FoodTech founders and Funders. We inspire, highlight and help fund Foodtech founders. A﻿bout the Host:Newlab is a center of invention applying innovation to some of the world’s most complex challenges in mobility, energy, and materials. The heart of Newlab is its community of inventors, engineers, scientists and entrepreneurs collaborating with partners across industries and sectors. Newlab pairs these solvers with challenges and fosters a culture of relentless incrementalism applied to real-world problems to build, test and scale world-changing solutions.   T﻿his event is free but registration is mandatory. Please let us know if you can't attend so we can release your ticket for someone else. Thank you!","FoodHack","https://www.eventbrite.com/o/foodhack-13624342445"
"1680069015-62","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","City of Science: Climate Change and HealthCity of Science: Climate Change and Health","https://www.eventbrite.com/e/city-of-science-climate-change-and-health-tickets-528045577537?aff=ebdssbdestsearch","City of Science: Climate Change and Health","Wednesday, May 10 · 6:30 - 7:45pm EDT","The Skylight Room, The Graduate Center 365 5th Avenue 9th Floor New York, NY 10016","About this event1 hour 15 minutesMobile eTicketClimate change increasingly affects many areas of our lives, but little attention is paid to how it is affecting our health. Research shows the significant impact of climate change on childbearing, nutrition, stress, and our overall physical and mental wellbeing. Find out why, and what can be done about specific threats to public health, from group of leading scientists from CUNY. Featuring: Reginald Blake, professor of Earth and Environmental Sciences at the CUNY Graduate Center and New York City College of Technology;  Patrizia Cassacia, Einstein professor of biology and biochemistry and director of the Neuroscience Initiative at the Advanced Science Research Center, CUNY Graduate Center; Hamid Norouzi, a professor in the Department of Construction Management and Civil Engineering Technology at New York City College of Technology and in the Earth and Environmental Sciences program at the CUNY Graduate Center; and Yoko Numura, professor of psychology at Queens College and the CUNY Graduate Center and associate clinical professor at the Icahn School of Medicine, Mount Sinai.","GC Public Programs","https://www.eventbrite.com/o/gc-public-programs-12425664023"
"1680069018-63","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","Corrective Machine Learning for Interpretable Improvement of Climate ModelsCorrective Machine Learning for Interpretable Improvement of Climate Models","https://www.eventbrite.com/e/corrective-machine-learning-for-interpretable-improvement-of-climate-models-tickets-523108620967?aff=ebdssbdestsearch","Corrective Machine Learning for Interpretable Improvement of Climate Models","Starts on Thursday, April 13 · 3:30pm EDT","Columbia Innovation Hub Room 202 2276 12th Avenue Room 206 New York, NY 10027","About this event1 hour 30 minutesMobile eTicketCorrective Machine Learning for Interpretable Improvement of Climate ModelsSpeaker: Chris Bretherton Date: April 13, 2023Time: 3:30 p.m. Format: The speaker will join us virtually, but we will have an in-person option for those interested in participating from the Innovation Hub. Please register for the appropriate ticket. In-person: Columbia Innovation Hub, 2276 12th Avenue, Second Floor, Room 202, New York, NY 10027. V﻿irtual: The Zoom link will be provided upon registration. *Please note that in-person space is limited.*__________________________________________________________________________________Abstract: AI2, with GFDL, has developed a corrective hybrid machine learning (ML) methodology to improve weather forecast skill and reduce climate biases in a computationally efficient coarse-grid climate model.  The corrective ML is trained to emulate a time-dependent global reference by learning state-dependent ‘nudging tendencies’ of temperature, moisture and winds.  The reference can be a reanalysis (for present-climate simulation) or a finer-grid version of the same model that may be more trustworthy across a range of climates. The ML is interpreted as a correction to the combined physics parameterizations of the coarse-grid model.  Unlike in other emulation approaches, heat and moisture conservation are built in. We train the ML on global 25 km reference simulations in multiple climates, and separately on a year-long 3 km simulation, and apply it in 200 km coarse-grid simulations.  The ML reduces annual-mean land temperature and precipitation pattern biases by up to 50% and enhances weather forecast skill.Bio: Chris Bretherton directs a climate modeling group at AI2 in Seattle which uses machine learning trained on global storm-resolving model output and observational data to improve climate model simulations.  He is an Emeritus Professor of the Atmospheric Science and Applied Mathematics Departments at the University of Washington, where for 35 years he studied cloud formation and turbulence and improved their simulation in atmospheric models.  He is an American Meteorological Society Charney Award winner,  IPCC author, AMS and AGU Fellow, and a member of the National Academy of Sciences.Learn More: LEAP CHRIS BRETHERTON (Allen Institute for AI [AI2])","LEAP Center","https://www.eventbrite.com/o/leap-center-45565168003"
"1680069022-64","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","Blockchain Tech Summit (4th Annual)Blockchain Tech Summit (4th Annual)","https://www.eventbrite.com/e/blockchain-tech-summit-4th-annual-tickets-150405881039?aff=ebdssbdestsearch","Blockchain Tech Summit (4th Annual)","Tuesday, September 26 · 10am - 1pm EDT","Location TBA TBA New York, NY 10036","About this event3 hoursMobile eTicketGlobal Startup Ecosystem Announces the 4th Annual Blockchain Tech Summit iTo accelerate developments within the blockchain tech industry, the Global Startup Ecosystem (GSE) will be hosting the 4th annual Blockchain Tech Summit-Virtual EditionThe Blockchain Tech Summit  is the world’s most exclusive event featuring hundreds of entrepreneurs, investors, pioneers, and creatives under one roof to address humanity’s greatest challenges via blockchain technology. The summit also serves to teach fundamentals of Blockchain technology, leading applications of Blockchain technology, and startup development strategies via exclusive workshop sessions with award winning experts. Previous speakers included Alex Mashinsky, Founder of Celcius Network, Salman Baset CTO Security, IBM Blockchain Solutions, Evan Cohen  Sr. Director, Blockchain & Crypto Investing @ Indiegogo, Peter Sexton  Director, Global Financial Services U.S. Department of Commerce, Razi.Rais	Subject Matter Expert (Blockchain | Identity | Microservices) at Microsoft, Jules Miller Practice Manager, IBM Blockchain Garage – North America Company IBM, Jake Brukhman Co-Founder, Managing Director and CEO at CoinFundThis year’s roundtable summit experience will include A series of keynotes and panels Live Q/A sessions with speakers and sponsors Exhibitor showcase demosCollaboration networking sessions For more information on tickets, sponsorships and partnerships, please email the team at  events@globalstartupecosystem.com .About Blockchain Tech Summit: The Blockchain Tech Summit brings together hundreds of entrepreneurs, investors, pioneers, and creatives under one roof to address humanity’s greatest challenges via blockchain technology. The summit also serves to bring key stakeholders that will accelerate both the exploration and the expansion of blockchain into mainstream audiences.Blockchain Tech Summit Team(E) events@globalstartupecosystem.com(W) www.BlockchainTechSummit.orgAbout  Global Startup Ecosystem: Global Startup Ecosystem (GSE): is the world’s first digital accelerator and leads today as one of the largest digital ecosystem development platforms. With a mission to educate, inspire and prepare individuals and organizations for the digital age, GSE brings together both private and public stakeholders to address humanity’s greatest challenges via exponential technologies and entrepreneurship. GSE is now the fastest growing tech and business community with an online network that accelerates 1000+ companies a year across 90+ countries and an offline network that supports 75,000+ global delegates a year via its iconic tech summits. This evolving tech community is now a source of tech talent for the remote workforce of the future; accelerating people into the fastest growing tech startups and corporate career networks.","Global Startup Ecosystem","https://www.eventbrite.com/o/global-startup-ecosystem-26000946435"
"1680069025-65","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","Women in Tech Dare to Be: Celebrating International Women's DayWomen in Tech Dare to Be: Celebrating International Women's Day","https://www.eventbrite.com/e/women-in-tech-dare-to-be-celebrating-international-womens-day-tickets-585997603607?aff=ebdssbdestsearch","Women in Tech Dare to Be: Celebrating International Women's Day","Wednesday, March 29 · 3 - 8pm EDT","Stevens Institute of Technology 1 Castle Point Terrace Hoboken, NJ 07030","About this eventYou're ticket is confirmed only if you RSVP here : https://lnkd.in/eWaddD4bWomen in Tech Dare to Be: Celebrating International Women's Day '23 is a gathering of women in tech to celebrate international women's day and get inspired by success stories, network, and learn new skills. As part of the Women Techmakers campaign to celebrate International Women's day around the globe, we invite women and allies to join us in this celebration along with their communities. This event is put together by a group of amazing, passionate women who have the undying courage to create extraordinary things. At this event, we have inspirational speakers, a #DareToBe-themed women's panel, and workshops to help you create amazing assets for yourself! Join us! All are welcome!Agenda3:00 - 3:45, Technical Workshop: Introduction to Kotlin, Madona S. Wambua: Google Android Expert3:45 - 4:00, Coffee Break4:00 - 4:45, Applied Skills Workshop: Reframing Your Narrative, Erisa Hanson: Global Head of GDG, Google4:45 - 5:00, Coffee Break5:00 - 5:30, Keynote 1: The unknown Benefits of Risk Taking, Erin Willimas: Director of Customer Engineering, Google5:30 - 6:00, Keynote 2: Building tech products for Gen Z, Jacquelin Hansel: Product Manager at Youtube, Google6:00 - 6:05, Raffle: Win Prizes (Ipad, Apple Watch etc.,)6:05 - 6:30, Keynote 3: Spark your Zeal, Nadia Carta: Head of Industry Data, Google6:30 - 7:00, Women Panel #DareToBe with:					 Carolina Castro, DevRel @ Google					 Vidya More, Head Of Engineering @ Xero					 Diana Agu, COO @ Curain HealthCare Services					Jean Zu, Dean at School of Engineering and Science @ Stevens Institute of Technology7:00 PM Mix and Mingle over Dinner","Google Developers Group Hoboken","https://www.eventbrite.com/o/google-developers-group-hoboken-62422710523"
"1680069028-66","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","Worlds at Waste: The Crisis of Water in the SubcontinentWorlds at Waste: The Crisis of Water in the Subcontinent","https://www.eventbrite.com/e/worlds-at-waste-the-crisis-of-water-in-the-subcontinent-tickets-549435044007?aff=ebdssbdestsearch","Worlds at Waste: The Crisis of Water in the Subcontinent","Friday, April 7 · 10:30am - 4:30pm EDT","Buell Hall 515 West 116th Street New York, NY 10027","About this event6 hoursMobile eTicketThe focus of this day-long workshop, ""Worlds at Waste: Water,"" is to reflect on recent climate events that have caused massive displacement in southern Pakistan, southwest India, and Bangladesh. It aims to bring together scientists and social scientists to help look through the lens of historical pasts, politics, and embedded presents. Devastation and displacement from water caused by the climate crisis are and will remain a recurring, returning, and pervasive phenomenon in the global south. This approach intends to shift away from the focus on modeling catastrophic futures, the periodization of eras, and mapping the implications of climate change that prevail in current dialogues on climate change. Rather, the workshop guides towards a conversation that foregrounds human and environmental vulnerability in non-Western, transnational spaces with Indigenous and historical means of resilience. The intention is to continue this series with a focus on Air and Land in the following academic year.Event SpeakersSunil Amrith, Renu and Anand Dhawan Professor of History at Yale UniversityAmita Baviskar, Professor of Environmental Studies and Sociology and Anthropology at Ashoka UniversityKarine Gagné, Associate Professor of Sociology and Anthropology at the University of GuelphMaira Hayat, Assistant Professor of Environment and Peace Studies at the University of Notre DameMarvi Mazhar, architect and researcherMadeeha Merchant, architectHung T. T. Nguyen, Postdoctoral Research Scientist at Columbia UniversityAndrew Rumbach, Senior Fellow in Climate and Communities at the Urban InstituteAdam H. Sobel, Professor of Applied Physics and Applied Mathematics and of Earth and Environmental Sciences, Columbia UniversityEvent InformationFree and open to the public. Registration is required via Eventbrite. For more information, please visit the event webpage. All in-person attendees must follow Columbia's COVID-19 policies. Visitors will be asked to provide proof of COVID-19 vaccination. This event is sponsored by:Center for Science and SocietyCenter for the Study of Muslim SocietiesCommittee on Global ThoughtDepartment of HistoryInstitute for Social and Economic Research and PolicySociety of Fellows and Heyman Center for the HumanitiesThe Center for Science and Society makes every reasonable effort to accommodate individuals with disabilities. If you require disability accommodations to attend a Center for Science and Society event, please contact us at scienceandsociety@columbia.edu or (212) 854-0666 at least 10 days in advance of the event. For more information, please visit the campus accessibility webpage. Image Credit: Laiba Raja","The Center for Science and Society","https://www.eventbrite.com/o/the-center-for-science-and-society-8449633279"
"1680069031-67","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","2023 HPM Healthcare Conference2023 HPM Healthcare Conference","https://www.eventbrite.com/e/2023-hpm-healthcare-conference-tickets-557073861917?aff=ebdssbdestsearch","2023 HPM Healthcare Conference","Friday, April 14 · 9am - 4pm EDT","The Forum at Columbia University 601 West 125th Street New York, NY 10027","About this event7 hoursMobile eTicketAgenda8:15-9:15am – Check In and Coffee9:15-9:30am – Welcome 9:30-10:30am – Keynote Address10:30-10:45am - Coffee Break10:45-11:45am – Morning Panel11:45am-1:00pm – Lunch1:15-2:15pm – Afternoon Sessions (Select One: Panel, Roundtable Discussion or Fireside Chat)2:30-4:00pm – Networking ReceptionSession DescriptionsThe Keynote Address, Reimagining Our Clinical Research Enterprise: The Increasing Role of Real-World Evidence, Precision Health, and Public Policy, will be given by Dr. Christopher P. Boone, Vice President and Global Head of Health Economics & Outcomes Research at AbbVie. The keynote will examine the political, economic, sociocultural, and technological advances that have necessitated a tectonic shift in how we discover, develop, and commercialize new therapies/interventions in our healthcare system while addressing some of the longstanding challenges in our system, such as health disparities in access and outcomes, low diverse representation in clinical trials, limited integration of data platforms that preclude effective health data sharing, and the lack of ethical constructs to guide our increasing use of digital and data technologies.The Morning Panel, Leaders in FemTech will highlight female founders and investors in the field of FemTech to discuss how to grow a successful and valuable FemTech company, and discuss the unique challenges they have faced as female entrepreneurs. This panel will also explore the value of FemTech companies in improving women's health and how it is addressing gaps within the current health system. Moderated by Dr. Chelsea Clinton, Adjunct Assistant Professor, Health Policy and ManagementPanelists:Dr. Elina Berglund, Co-Founder and CEO of Natural CyclesErika Seth Davies, CEO of Rhia VenturesJannine Versi, Co-Founder and COO of Elektra HealthThe Afternoon Fireside Chat, Strengthening Integrated Delivery Systems Through Digital Innovation, will be hosted by Tim Kelly, Chief Strategy Officer of AdvantageCare Physicians. The fireside chat will explore how digital innovation is utilized to facilitate integrated delivery systems and partnerships between payers, providers, and patients. We will examine the role provider and payor organizations play in integrating care through remote monitoring via wearable devices along with the use of big data in EHR technology. In addition, we will discuss how the structuring of various payment plans and public policy can help ensure efficient spending of healthcare dollars to promote successful patient outcomes.Moderated by Dr. Yuna Lee, Assistant Professor, Health Policy and ManagementFeaturing Tim Kelly, Chief Strategy Officer of AdvantageCare PhysiciansThe Afternoon Roundtable Discussion, Innovation in Abortion Care Delivery: Telehealth, Access and Data Privacy Post-Roe seeks to address the challenges faced by providers, the impacts on patient experience, the intricacies of legislation surrounding this matter, and what is currently being done by New York State to protect patient data and reproductive rights.Moderated by Magda Schaler-Haynes, JD, MPH, Professor, Health Policy and Management F﻿eaturing:Galen Sherwin, JD, Special Counsel for Reproductive Justice, New York State Office of the Attorney GeneralDana Northcraft, JD, Founding Director, RHITES (Reproductive Health Initiative for Telehealth Equity & Solutions)The Afternoon Panel, Leaders in Healthcare Entrepreneurship  will include several healthcare entrepreneurs and investors. The panel will discuss how to turn ideas into successful products by sharing their personal experiences building, investing, and growing successful healthcare start-ups. This panel will also highlight the challenges that come with building a company within the public health ecosystem as well as strategies to overcome obstacles in the current regulatory environment. Moderated by Dana Le, MHA ’19, CEO and Founder at Wander HealthPanelists:E﻿rica Jain, Co-Founder and CEO of HealthieB﻿unny Ellerin,  MBA, Co-Founder and CEO of  Digital Health New YorkDr. Daniel Weisberg, National Medical Director of Galileo HealthM﻿att McCambridge, Co-Founder and CEO of  Eden HealthSponsored by:","The Department of Health Policy & Management","https://www.eventbrite.com/o/the-department-of-health-policy-amp-management-7997800435"
"1680069034-68","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","Fintech is Femme: Owning Your PowerFintech is Femme: Owning Your Power","https://www.eventbrite.com/e/fintech-is-femme-owning-your-power-tickets-519164714637?aff=ebdssbdestsearch","Fintech is Femme: Owning Your Power","Monday, April 24 · 5:30 - 9pm EDT","43 W 23rd St 43 West 23rd Street New York, NY 10010","About this event3 hours 30 minutesMobile eTicketW﻿hat is Fintech is Femme?Fintech’s promise is to bring financial access to the masses yet in the industry itself— only 30% of fintech professionals are women. Nicole Casperson, Founder of Fintech is Femme is on a mission to change that. A part of New York Fintech Week, Fintech is Femme presents an evening of storytelling where female fintech executives share their trials and tribulations of being a leader in a heavily male-dominated community. Afterward, connect with peers and engage with content at a reception.Past Speakers:Brandis DeSimone, Head of Data Sales, Nasdaq Lara Hodgson, Founder & CEO, Now Vrinda Gupta, Founder and CEO, Sequin Michelle Tran, VP of Enterprise Sales, Vestwell Clarissa Horowitz, Head of Marketing, Lithic K﻿ick off New York FinTech Week with the female fintech community at Rise by Barclays!E﻿vent DetailsMonday, April 24thDoors Open: 5:30pm Show Starts: 6:00pm Cocktail Hour: 7:30pm-9:00pmC﻿reating an equitable fintech space relies on total collaboration. Allies are welcome and encouraged to attend the event and can expect to leave with a deeper understanding of diverse female experiences in fintech. SpeakersLule Demmissie is the US CEO of eToro, the world’s largest social investing network that empowers people to grow their knowledge and wealth as part of a global community of investors. Lule previously served as the President of Ally Invest, Managing Director of Investment Products & Digital Guidance at TD Ameritrade, and has worked for leading investment firms such as Morgan Stanley, J.P. Morgan, and Merrill Lynch.
 As a financial executive with a range of intersectional identities, a woman of color and a member of the LGBTQ+ community, she has a perspective that is much needed (and not often represented) in the area of fintech innovation, and gives voice to financial challenges facing a variety of communities.Sarah Levy is the CEO of Betterment, the largest, independent digital investment advisor. She brings over 25 years of brand building, customer loyalty, corporate strategy, and operational excellence to her role, and has a passion for taking businesses to the next level.Prior to joining Betterment, Levy was the COO of Viacom Media Networks, where she oversaw global strategy, finance, and operations for the $10Bn division that housed some of Viacom's iconic brands, including MTV, Comedy Central, and BET. Previously, Levy served as the Chief Operating Officer at Nickelodeon for over a decade and drove expansion of the brand and business both organically and through acquisitions. She spearheaded Nickelodeon's entry into new segments generating more than $4Bn at retail, including digital gaming, consumer products, resorts, Broadway and theme parks, as well as subscription video on demand.Levy’s passion for brands and consumer experience is critical in today’s financial services environment where investors have many more choices of where to entrust their resources than they did even a few years ago. Their desire to work with companies that understand them and reflect their values is central to the value proposition that embodies Betterment.As Group President, Product Innovation at Envestnet, Dani Fava accelerates the firm’s strategic vision to help advisors make financial wellness a reality for more people. Dani draws on more than 20 years of wealth management and technology experience, and most recently served as Director of Institutional Innovation at TD Ameritrade Institutional. Dani was named to Fintech Magazine’s “Top 100 Women in Fintech” list in 2021. She was recognized on InvestmentNews’ “Women to Watch” list in 2020 and named to 2020 IA25 by ThinkAdvisor, which also honored her as one of the Top Women in WealthTech for 2019.As the CEO and co-founder of Ellevest, a wealthtech company built by women, for women, Sallie Krawcheck’s professional mission is to get more money into the hands of women. She is a Wall Street trailblazer with more than 25 years in the financial services industry. Sallie was CEO of Merrill Lynch and US Trust, CFO of Citi, CEO of Sanford Bernstein, and CEO of Smith Barney. She’s been named “The Last Honest Analyst” by Fortune and one of the “Most Influential People in ESG Investing” by Barron’s.G﻿et more Fintech is Femme... 🗞 Subscribe to Nicole Casperson's Fintech is Femme newsletter here.🐦 F﻿ollow Nicole Casperson on Twitter here. A﻿bout Nicole Casperson...Nicole Casperson is a journalist, podcast host, and founder of Fintech Is Femme, a media brand sharing industry news, insights, and analysis from diverse voices in fintech who represent a new vision of what the industry can become: One powered by equitable opportunity & diversity. 60,000+ industry professionals subscribe to her podcast, newsletter, and events.Register for New York FinTech Week HERE","Workweek","https://www.eventbrite.com/o/workweek-45203151503"
"1680069038-69","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","Climate Arts Festival 2023Climate Arts Festival 2023","https://www.eventbrite.com/e/climate-arts-festival-2023-tickets-576397609767?aff=ebdssbdestsearch","Climate Arts Festival 2023","Saturday, April 22 · 11am - 4pm EDT","Queens Botanical Garden 43-50 Main St New York, NY 11355","About this event5 hoursMobile eTicketJoin us for an empowering day as we reflect on our international climate crisis and explore ways to help our planet thrive. Bring the whole family for fun, hands-on activities, art exhibits, music, interactive performances, special tours, demonstrations and more! And be sure to check out our Sustainable Vendor Fair to support local businesses! Check back for schedule details.Family-friendly; For all agesAdvance tickets recommended; walk-ins welcomeIncluded in Garden Admission: Adults $6 • Seniors (age 62+) $4 • Students with ID $4 • Children (ages 4 to 12) $2 • Children (3 and under) FREE • Members FREE*** ***Become a Garden Member today and enjoy free admission all yearlong, including festival days like Climate Arts Festival! CLICK HERE to become a Member. Free & Reduced Pricing OpportunitiesThe Garden partners with many organizations to offer free or reduced admission, including CoolCulture and CUNY students. Check our Admissions page to learn more about our partnerships, terms of discount or free admission, and instructions for redeeming. Please note that select events that are included in admission may require registration and be first-come, first-served.$15 Event Parking in effectWe thank our Partner Organizations for contributing to this year's festivities! Here are just a few:BIPA - Community art exhibitHuman Impacts Institute - Exhibit from their Creative Climate AwardLewis Latimer House - Science & art activityNew York Restoration Project - Tree Giveaway (Click here to register for a free tree, while supplies last!)Queens Museum - Sustainable art activityK﻿now Before You GoHEALTH & SAFETYReference current health & safety guidelines, found on our website: https://queensbotanical.org/know-before-you-goCANCELLATIONS & REFUNDSThis event is rain or shine and will proceed in light rain. In the case that there is inclement weather, we will cancel the event, notify you via email, and refund paid tickets. There are no refunds otherwise. We thank you in advance for your understanding! Your ticket supports Queens Botanical Garden, the place where people, plants, and cultures meet! QBG is a 501(c)(3) non-profit organization.COMMUNICATIONSBy purchasing tickets and attending QBG events, you hereby opt in to receiving communications from the Garden. You may receive updates about future QBG events and news through the addresses you provide. If you do not wish to receive future communication, simply click the “unsubscribe” button at the bottom of an email or write to info@queensbotanical.org.GARDEN ETIQUETTEQBG staff strives to provide a place of peace, beauty, and safety for the quiet enjoyment of our visitors. QBG is a living museum, a collection of gardens for the study, culture, exhibition, and display of plants. We encourage our visitors to explore, enjoy, and be respectful of our plant collections and to be considerate of fellow guests as well. For more guidelines on garden etiquette: https://queensbotanical.org/etiquettePHOTOGRAPHY & VIDEOGRAPHYQueens Botanical Garden (QBG) occasionally photographs or films visitors and activities on site to support our mission in promotional media and materials, including print, online, broadcast, and social media. By attending this event, you grant permission to QBG use your likeness in perpetuity, in all forms of print and digital media used to promote, publicize, or advertise the Garden, its activities, and programs. If you do not give QBG permission to take and use your image, you must notify an event organizer or staff when you arrive for this event. QBG is a 501(c)(3) non-profit organization.GETTING TO QBGBy public transportation, take the number 7 subway line to Main Street, the Long Island Rail Road (Port Washington line) to Main Street/Flushing, or the Q44-SBS or Q20 bus.For driving directions and more information: https://queensbotanical.org/directionsPARKINGParking is available year-round during Garden open hours at the Parking Garden, located at 42-80 Crommelin Street, Flushing, NY 11355. For more information: https://queensbotanical.org/directionsABOUT QBGQBG is an urban oasis where people, plants and cultures are celebrated through inspiring gardens, innovative educational programs and real-world applications of environmental stewardship. QBG is located on property owned by the City of New York, and its operation is made possible in part by public funds provided through the New York City Department of Cultural Affairs, Queens Borough President, the New York City Council, State elected officials, the New York State Department of Parks, Recreation and Historic Preservation, along with corporate, foundation, and individual supporters. For more information, visit www.queensbotanical.org or call (718) 886-3800.","Queens Botanical Garden","https://www.eventbrite.com/o/queens-botanical-garden-6259295495"
