web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1679286375-733","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Big Red Ventures Annual MeetingBig Red Ventures Annual Meeting","https://www.eventbrite.com/e/big-red-ventures-annual-meeting-tickets-515200357137?aff=ebdssbdestsearch","Big Red Ventures Annual Meeting","Thursday, April 20 · 5:30 - 8:30pm EDT","Cornell Tech: Verizon Executive Education Center 2 West Loop Rd New York, NY 10044","About this event3 hoursMobile eTicketYou’re invited to join Big Red Ventures, Cornell’s MBA-run early-stage venture capital fund, for the 2023 Annual Meeting on Thursday, April 20 from 5:30-8:30 p.m. at Cornell Tech's Verizon Executive Education Center in New York City. The event will feature a keynote speaker, an introduction into the BRV portfolio companies, a chance to meet both the class of '23 and class of '24 fund manager teams, and the opportunity to network with active Cornell alumni in the startup and venture ecosystem. Portfolio company presentations will be followed by networking over appetizers and beverages.General admission tickets for the event are $40. Ticket includes access to networking, content, appetizers, and a light bar.A﻿bout Big Red Ventures:Big Red Ventures is Cornell University's student run venture capital fund.Big Red Venture Fund (BRV) is an early-stage venture capital fund operated entirely by a team of MBA students at Cornell University’s Johnson Graduate School of Management. Founded in 2001, BRV is one of the the oldest student-run venture funds. BRV typically invests up to $25,000 in U.S.-based, high-growth companies across all industries. Initially funded by donations to Cornell University, BRV is a true evergreen fund, recycling all proceeds for reinvestment. Along with investing start-up capital in promising new companies, BRV also serves as the gateway to Cornell technologies by providing its investment partners unique access to new innovations.A﻿ccessibility:Please contact Hope Spithaler (hbs63@cornell.edu) at least five days prior to the event with any accessibility needs. A﻿greement:By registering for this event, you acknowledge and agree to our Privacy Policy and Terms & Conditions. C﻿ontact:Q﻿uestions?  Contact board@brventurefund.com.","Big Red Ventures","https://www.eventbrite.com/o/big-red-ventures-32770354899"
"1679286379-734","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Afro Future Summit 2023Afro Future Summit 2023","https://www.eventbrite.com/e/afro-future-summit-2023-tickets-467773070847?aff=ebdssbdestsearch","Afro Future Summit 2023","Friday, June 23 · 11am - 3pm EDT","Final Location TBA 10 Hudson Yards New York, NY 10001","About this event4 hoursMobile eTicketS﻿eries kicks with the Awards Program! R﻿egister here: https://www.eventbrite.com/e/afro-future-summit-awards-gala-tickets-539547169107Join us at Forbes on Fifth Avenue! February 23rd @6-10pm EST- for the Afro Future Summit ‘Awards Gala’! Join us for an exclusive evening of food, drinks, networking and great music!*﻿******************ATTN:  3rd Annual Afro Future SummitLOCATION: Live in Person/ TBAMEMO:  An initiative hosted by the Global Startup Ecosystem in partnership with Microsoft, Google Cloud, AWS, IBM Cloud, Hubspot, Sendgrid, & More  We are pleased to announce the 3rd  Annual Afro Future Summit  powered by Global Startup Ecosystem (GSE) scheduled to bring 300 live in person delegates and 5,000 digital Delegates together. Afro Future Summit is the world’s most iconic summit curating an active network of black futurists, investors, tech entrepreneurs, celebrities, politicians and business moguls. Each year the program gathers thousands of pioneers from across the USA and around the world to address and tackle challenges that affect the people of African descent. For interests related to speaking, sponsorships, and partnerships, please direct inquiries to  events@globalstartupecosystem.com. Afro Future Summit Team(E) events@globalstartupecosystem.com (W) http://afrofuturesummit.comAfro Future Summit is an iconic annual gathering of black influencers from different disciplines from across the USA and around the world who convene with a core mission of preparing the next generation of black leaders in tech, business, and culture for the digital world of tomorrow.  Each year the program tackles challenges that affect the people of African descent- from breaking into tech careers, to building generational wealth, to defining cultural identity, the summit leverages the essence of Afro Futurism to redefine the future of black professionals in a digital world. Come join one of the world’s most active network of black futurists, investors, tech entrepreneurs, celebrities, politicians, and business moguls redefining black futures.","Global Startup Ecosystem","https://www.eventbrite.com/o/global-startup-ecosystem-26000946435"
"1679286382-735","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","NFT NYC - VIP Cocktail Hour Private Networking EventNFT NYC - VIP Cocktail Hour Private Networking Event","https://www.eventbrite.com/e/nft-nyc-vip-cocktail-hour-private-networking-event-tickets-482107876637?aff=ebdssbdestsearch","NFT NYC - VIP Cocktail Hour Private Networking Event","Friday, April 14 · 6 - 9pm EDT","11 Bond St 11 Bond Street New York, NY 10005","About this event3 hoursMobile eTicketCreator Nations invite you to NFT.NYC VIP Cocktail hour at Showfield’s this April 14th at 6 PM ET during NFT NYC for an exclusive exhibit of art & photography from Gabriel Dean Roberts. Enjoy cocktails, make connections, and experience work from a groundbreaking artist.Location: SHOWFIELDS 11 Bond St, New York, NY 10012Limited to 150 attendees.ABOUT THE COMPANIES:Raine Magazine:Since 2007, Raine Magazine has been covering the future  of fashion, culture, and technology by showcasing rising stars along their journey, such as Kendall Jenner, Priyanka Chopra, Marc Cuban, and many more. It is a platform focused on educating, empowering, and inspiring creative entrepreneurs that are positively impacting their communities. Serial Marketers:Marketers need marketers, too. An inclusive community based in Slack, the 3,000+ Serial Marketers members share job opportunities, get recommendations for services and technologies, post event invites, showcase their latest projects, and support each other in countless ways. We’re always welcoming new members. Request to join today at serialmarketers.net.ABOUT THE PEOPLE:David Berkowitz-  Founder, Serial Marketers:David Berkowitz is the founder of the Serial Marketer consultancy and the 3,000-member Serial Marketers community. Previously, he held marketing and strategy leadership roles with omnichannel ad tech platform Mediaocean, video production marketplace Storyhunter, social listening firm Sysomos, Publicis agency MRY, and Dentsu agency 360i. He has contributed more than 600 columns to outlets such as Advertising Age, MediaPost, VentureBeat, and Adweek, and he has spoken at more than 400 events globally. _____________________________________Nova Lorraine - CEO & Founder of Lorr:Nova Lorraine is a Jamaican-born business executive, Author, Speaker,Award-winning Fashion Designer. Named Top 100 Women of the Future, Nova is a Futurist, Strategist, Metaverse Designer and Web3 Advisor. She’s launched fashion companies as well as Raine Magazine, RaineDrops.io and is helping launch LORR, Inc., the Bespoke Metaverse. Nova has a Masters in Clinical Psychology from the University of Connecticut and is a graduate of the Fashion Institute of Technology, as well the NASA Tech Accelerator, combining science and fashion in forging the Future of Fashion, virtual design and sustainability. As a publisher, podcast host and producer, Nova has interviewed Priyanka Chopra, Mark Cuban, Kendall Jenner, Ben Carson, Beverly Johnson, Daymond John, Nikki Hilton and dozens more. A passionate storyteller, Nova’s book, UNLEASH YOUR SUPERNOVA helps entrepreneurs unlock their potential and creativity while finding personal balance. She is based in the greater NY area with her husband and four children. _____________________________________Gabriel Dean Roberts - Artist Profile.Gabriel Dean Roberts is a top selling multidisciplinary NFT artist and a rising star in the art world, with hundreds of international sales and features in Vogue and VICE, among others.Schedule of  the Event:5:30 - 6:00 pm - Registration6:00 - 7:00 pm - Opening talks & fireside chat with Nir Kouris 7:00 - 8:00 pm - Networking - Snacks & Hosted Bar .8:00 - 9:00 pm - Party!!!","Nir Kouris","https://www.eventbrite.com/o/nir-kouris-31347365213"
"1679286385-736","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Navigating the Tech WorkspaceNavigating the Tech Workspace","https://www.eventbrite.com/e/navigating-the-tech-workspace-tickets-568215877987?aff=ebdssbdestsearch","Navigating the Tech Workspace","Thursday, April 6 · 12:30 - 3pm EDT","NYU Midtown Center 20 W 43rd St. Room 421 New York, NY 10036","About this event2 hours 30 minutesMobile eTicketJoin us for an exciting and engaging panel discussion as we explore the dynamic and ever-evolving world of technology. Our expert panelists will dive deep into the latest trends in the tech industry, including the most innovative AI tools that are revolutionizing the way we work and interact with technology.In addition, we'll also be discussing best practices for workplace communication, which is critical for success in any industry, especially in the tech space. Whether you're a seasoned tech professional or just starting out in your career, you won't want to miss this opportunity to learn from the best and brightest in the field.So come join us for a thought-provoking discussion, where you'll have the chance to engage with our panelists, ask questions, and gain valuable insights that will help you stay ahead of the curve in this rapidly changing field.T﻿he session is held in person (with limited seating) and has a virtual option for attendance, as well. AgendaTech Panel & DiscussionRoom 4211:45 PMNetworkingRoom 421","NYU SPS Management & Technology","https://www.eventbrite.com/o/nyu-sps-management-amp-technology-61693431053"
"1679286388-737","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","LMSS @ Cornell Tech:  Yiling Chen (Harvard)LMSS @ Cornell Tech:  Yiling Chen (Harvard)","https://www.eventbrite.com/e/lmss-cornell-tech-yiling-chen-harvard-tickets-511822082627?aff=ebdssbdestsearch","LMSS @ Cornell Tech:  Yiling Chen (Harvard)","Friday, April 21 · 12:30 - 1:30pm EDT","Cornell Tech 2 West Loop Road New York, NY 10044","About this event1 hourMobile eTicketBIOYiling Chen is a Gordon McKay Professor of Computer Science at Harvard John A. Paulson School of Engineering and Applied Sciences. She is a member of the EconCS and AI research groups, and a faculty affiliate of the Center for Research on Computation and Society (CRCS). Prior to Harvard, she spent about two years at Yahoo! Research in New York City. She obtained her Ph.D. from the College of Information Sciences and Technology at The Pennsylvania State University. She is a recipient of an NSF CAREER Award and The Penn State Alumni Association Early Career Award and was recognized by IEEE Intelligent Systems as one of AI’s 10 to Watch in 2011. Her research, situated at the interface between computer science and economics, lies in the emerging area of social computing, where human creativity and resources are harnessed for the purpose of computational tasks. She is interested in analyzing and designing social computing systems according to both computational and economic objectives. Her interests include information elicitation and aggregation, behavioral experiments, algorithmic game theory, machine learning, and multi-agent systems.","Cornell Tech","https://www.eventbrite.com/o/cornell-tech-51083538073"
"1679286392-738","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Starta Spring 2023 Pitch ContestsStarta Spring 2023 Pitch Contests","https://www.eventbrite.com/e/starta-spring-2023-pitch-contests-tickets-577543607477?aff=ebdssbdestsearch","Starta Spring 2023 Pitch Contests","null","220 E 23rd St 220 East 23rd Street Suite 400 New York, NY 10010","About this eventStarta Accelerator cordially invites you to our Spring 2023 Pitch Contests in NYC!Schedule:6﻿:00 - 6:30 PM - Doors Open6:30 - 8:00 PM - Founders' Pitches, Q&A8:00 - 9:00 PM - Happy Hour & NetworkingWatch as founders hone their startups' pitch in front of a panel of judges, consisting of VCs, angels and industry experts.After the presentations, we will have a Q&A. Then, you can network with other frontrunners, entrepreneurs and investors of the NYC startup scene.Refreshments served.Starta is a venture ecosystem that finds, fosters, and funds early-stage talent in tech.Our mission is to provide opportunities to:International startups who want to scale globally and raise capitalAspiring industry leaders, seeking professional trainingInvestors who believe in long-term growth potential and strong community connectionsIf you need a promo code, please reach out to fc@starta.vcH﻿ere are our cohort startups:amolingua.comatomian.combiomma.com.cocybionyx.comdairus.comdoktorconnect.comedekee.comfandy.mekindlink.comodworks.comoneapp.lyorderspark.compakam.ngpayhaus.apppfms.cmtravelbayonline.comusairsupply.comwallx.co","Starta Accelerator","https://www.eventbrite.com/o/starta-accelerator-9465771804"
"1679286395-739","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","April Lady Tech Guild MeetingApril Lady Tech Guild Meeting","https://www.eventbrite.com/e/april-lady-tech-guild-meeting-tickets-576502322967?aff=ebdssbdestsearch","April Lady Tech Guild Meeting","Wednesday, April 5 · 7 - 10pm EDT","ONX Studio 645 5th Avenue Lower Level, NY 10022","About this event3 hoursMobile eTicketJoin us for our April Lady Tech Guild Meeting! This month we are hosting a motion capture tech demo by LaJuné McMillian at ONX Studio. No prior experience needed! Please join us for networking, drinks, and snacks. ONX is interested in supporting women in tech and is excited to open its doors to the Lady Tech Guild!We can't wait to see you!About LaJuné:LaJuné is a Multidisciplinary Artist, and Educator creating art that integrates performance, extended reality, and physical computing to question our current forms of communication. They are passionate about discovering, learning, manifesting, and stewarding spaces for liberated Black Realities and the Black Imagination. LaJune believes in making by diving into, navigating, critiquing, and breaking systems and technologies that uphold systemic injustices to decommodify our bodies, undo our indoctrination, and make room for different ways of being.LaJuné has had the opportunity to show and speak about their work at Pioneer Works, National Sawdust, Leaders in Software and Art, Creative Tech Week, and Art & Code's Weird Reality. LaJuné was previously the Director of Skating at Figure Skating in Harlem, where they integrated STEAM and Figure Skating to teach girls of color about movement and technology. They have continued their research on Blackness, movement, and technology during residencies and fellowships at the Jerome Hill Artist Fellowship, Eyebeam, Pioneer Works, Barbarian Group, and Barnard College.About ONX Studio:ONX Studio is a hybrid production and exhibition space with a global community of members who create interactive and immersive XR works. Located in the Onassis Gallery in Midtown Manhattan, it was founded in partnership by the Onassis Foundation and New Museum’s NEW INC.","Lady Tech Guild","https://www.eventbrite.com/o/lady-tech-guild-62084449153"
"1679286398-740","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Blockchain Tech Summit (4th Annual)Blockchain Tech Summit (4th Annual)","https://www.eventbrite.com/e/blockchain-tech-summit-4th-annual-tickets-150405881039?aff=ebdssbdestsearch","Blockchain Tech Summit (4th Annual)","Tuesday, September 26 · 10am - 1pm EDT","Location TBA TBA New York, NY 10036","About this event3 hoursMobile eTicketGlobal Startup Ecosystem Announces the 4th Annual Blockchain Tech Summit iTo accelerate developments within the blockchain tech industry, the Global Startup Ecosystem (GSE) will be hosting the 4th annual Blockchain Tech Summit-Virtual EditionThe Blockchain Tech Summit  is the world’s most exclusive event featuring hundreds of entrepreneurs, investors, pioneers, and creatives under one roof to address humanity’s greatest challenges via blockchain technology. The summit also serves to teach fundamentals of Blockchain technology, leading applications of Blockchain technology, and startup development strategies via exclusive workshop sessions with award winning experts. Previous speakers included Alex Mashinsky, Founder of Celcius Network, Salman Baset CTO Security, IBM Blockchain Solutions, Evan Cohen  Sr. Director, Blockchain & Crypto Investing @ Indiegogo, Peter Sexton  Director, Global Financial Services U.S. Department of Commerce, Razi.Rais	Subject Matter Expert (Blockchain | Identity | Microservices) at Microsoft, Jules Miller Practice Manager, IBM Blockchain Garage – North America Company IBM, Jake Brukhman Co-Founder, Managing Director and CEO at CoinFundThis year’s roundtable summit experience will include A series of keynotes and panels Live Q/A sessions with speakers and sponsors Exhibitor showcase demosCollaboration networking sessions For more information on tickets, sponsorships and partnerships, please email the team at  events@globalstartupecosystem.com .About Blockchain Tech Summit: The Blockchain Tech Summit brings together hundreds of entrepreneurs, investors, pioneers, and creatives under one roof to address humanity’s greatest challenges via blockchain technology. The summit also serves to bring key stakeholders that will accelerate both the exploration and the expansion of blockchain into mainstream audiences.Blockchain Tech Summit Team(E) events@globalstartupecosystem.com(W) www.BlockchainTechSummit.orgAbout  Global Startup Ecosystem: Global Startup Ecosystem (GSE): is the world’s first digital accelerator and leads today as one of the largest digital ecosystem development platforms. With a mission to educate, inspire and prepare individuals and organizations for the digital age, GSE brings together both private and public stakeholders to address humanity’s greatest challenges via exponential technologies and entrepreneurship. GSE is now the fastest growing tech and business community with an online network that accelerates 1000+ companies a year across 90+ countries and an offline network that supports 75,000+ global delegates a year via its iconic tech summits. This evolving tech community is now a source of tech talent for the remote workforce of the future; accelerating people into the fastest growing tech startups and corporate career networks.","Global Startup Ecosystem","https://www.eventbrite.com/o/global-startup-ecosystem-26000946435"
"1679286401-741","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=3","Power to the Pride | Lyoness 2nd Anniversary + Women's Month CabaretPower to the Pride | Lyoness 2nd Anniversary + Women's Month Cabaret","https://www.eventbrite.com/e/power-to-the-pride-lyoness-2nd-anniversary-womens-month-cabaret-tickets-570977297467?aff=ebdssbdestsearch","Power to the Pride | Lyoness 2nd Anniversary + Women's Month Cabaret","March 23 · 9pm - March 24 · 12am EDT","The Lingerie Shoppe aka Astoria’s Secret 28-53 Steinway Street Queens, NY 11103","About this event3 hoursMobile eTicketJoin the powerful, unapologetic women of Lyoness NYC in a cabaret and dance performance celebrating Women's Empowerment Month as well as Lyoness NYC's 2nd Anniversary! About Lyoness NYC:We are an NYC-based performance arts company and pride ourselves in being the ""Queens of the Concrete Jungle"" with our sultry, upbeat, and dynamic performances. Lyoness’s mission is to elevate dance, cabaret, and entertainment through diversity and divine feminine expression. Our teaser, promo show was on March 2020, just days before the shutdown, but we are so thankful that on March 2021, our dance company was able to pick up where we left off and produce our first official performance!Since then, we have grown and brought on talented performers, booked at unique venues, and entertained an array of audiences We can’t wait to see our growth in the future, and we hope to experience it all with you! Celebrate all of the magic on March 23rd at Astoria’s Secret!Doors 7:00pm | Show 9:00pm | Dance Party 11:00pm*2 Drink Minimum 21+Performances By:Lyoness Dance CompanyAmber LyonessJudy Le BootyIlov GrateAngelica LavalierEmcee:Tykeya O'NeilVendor:Sherva JewelsDiscover more at LyonessNYC.com","Lyoness NYC","https://www.eventbrite.com/o/lyoness-nyc-32846151789"
"1679286408-742","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","ECOLOGICAL CITY - Art & Climate Solutions WorkshopsECOLOGICAL CITY - Art & Climate Solutions Workshops","https://www.eventbrite.com/e/ecological-city-art-climate-solutions-workshops-tickets-446553833537?aff=ebdssbdestsearch","ECOLOGICAL CITY - Art & Climate Solutions Workshops","null","Earth Celebrations - Sixth Street Community Center 638 E 6th St (Saturdays) 9 Ave B  (Wednesdays) New York, NY 10009","About this eventJoin Earth Celebrations' Ecological City: Art & Climate Solutions Workshops and collaborate with our artists-in-residence creating visual art, giant puppets and costumes.  Artistic works are presented in the culminating Ecological City - Procession for Climate Solutions celebrating climate solution initiatives throughout the community gardens neighborhood and waterfront on the Lower East Side of New York City. Learn #sustainable processes - #bioart, #mycelium sculpture, #kombuchaleather, #bioremediation art, #ecoprinting, #naturaldyes, #papermache, #clay, #bamboo, #livingsculpture #recycledmaterialsREGISTER on Eventbrite  (free-limited tickets) ECOLOGICAL CITY - ARTS & CLIMATE SOLUTIONS WORKSHOPSFace Masks Required MARCH 1 – MAY 10, 2023Wednesdays 6pm – 9pm | Costumes with artist Yohanna Roa   (Bio-Arts with artist Kathy Creutzburg in March)																																			   @ White Box – 9 Avenue B (btw. 2nd Street & Houston)Saturdays 12pm – 4pm | Puppets with artist Lucrecia Novoa														   @ @ Earth Celebrations - 638 E. 6th Street (btw Aves B & C) L﻿ower East Side, NYCEcological City: Cultural & Climate Solutions Action Project applies the arts to build community, collaboration and action on climate solution and ecological sustainability initiatives throughout the community gardens, neighborhood and waterfront on the Lower East Side of New York City, and the importance of these local efforts to city and global climate challenges.MORE INFO: www.earthcelebrations.comWorkshops engage community to  create giant paper-mache puppets representing climate challenges and solutions for the culminating Ecological CIty - Procession for Climate Solutions.Art & Climate Solutions W﻿orkshops engage community to create a climate drawdown solutions cape using quilting techniques and  create climate costumes and visual art with mycelium (fungi), kombucha to grow leather, seaweed, rattan and other bio-degradable materials for the Ecological City - Procession for Climate Solutions.","Earth Celebrations","https://www.eventbrite.com/o/earth-celebrations-31441082675"
"1679286411-743","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","June 5th - NY's  Biggest Business, Tech & Entrepreneur Networking AffairJune 5th - NY's  Biggest Business, Tech & Entrepreneur Networking Affair","https://www.eventbrite.com/e/june-5th-nys-biggest-business-tech-entrepreneur-networking-affair-tickets-573345169837?aff=ebdssbdestsearch","June 5th - NY's  Biggest Business, Tech & Entrepreneur Networking Affair","Monday, June 5 · 6:30 - 8:30pm EDT","Monarch Rooftop 71 W 35th St New York, NY 10001","About this event2 hoursMobile eTicket MAKE SURE TO RSVP. **FREE GIFT WITH CONFIRMED RSVP AT THE EVENT**  ***TO ATTEND BUT RSVP MUST*** List of Future Events This is the largest networking mixer for Entrepreneurs , Startups and Business Professionals In New York.   Calling All: Tech Startups ! Entrepreneurs !  Owners ! Professionals ! Free-lancers, policy-makers, game-changers, and heroes! Starting Summer 2023 with NY's Best Professional Networking Affair. Please join us for an evening of creativity, inspiration and passionate conversations.Join & raise a glass - make connections with co-founders, partners, coaches or core team members for your start-up- meet fellow professionals and mingle with makers of great and big ideas - take home treats from growing community and some business cards.Hosted By - New York Entrepreneurs, Startup & Business Coalition.Ambiance:- Name Tags will be provided to everyone who attends. We request you put your name and industry on your name tag.- Make sure you bring enough business cards.- The dress code is Business Casual.Timings:- Event is from 6:30 PM to 8:30 PM..***Arriving on time recommended.  Admission: Must RSVP.  Drinks Policy: One drink minimum (mandatory), it will help support the venue as they are holding space for us. ***Since this is a drinking establishment, all attendees must be 21+.***  For Sponsorship & Business Queries EmailMoveyourcareer@gmail.comwww.professionalunite.comYour chance to meet new clients and generate more business.•	Do you know that Nearly 100% of people say that face-to-face meetings are essential for long-term business relationships.•	Do you know 92% of people trust personal recommendations more than any other form of marketing.•	Do you want to grow your business.•	Do you want to build long-lasting, strong relationships within a diverse group of professionals.THEN YOU SHOULD ATTEND THIS EVENT.Hosted By - New York Entrepreneurs, Startup & Business Coalition.Facebook Page -  NYESNFacebook Group- NYCESNMeetup Group - MEETUPInstagram Link - professionalunite Youtube Channel - Youtube DRESS CODE: Business casual wear or upscale trendy. Athletic wear and sneakers will not be allowed. PROOF OF AGE:  Government issued ID for proof of 21+ for entry. COVID-19 POLICY: Still recommended not Mandatory. With the current NYC directive, all guests should try to (not mandatory) to show proof of vaccine* with a matching valid ID upon entry.","New York Entrepreneurs, Startup & Business Coalition","https://www.eventbrite.com/o/new-york-entrepreneurs-startup-amp-business-coalition-9879419208"
"1679286414-744","https://www.eventbrite.com/d/ny--new-york/climate-tech/?page=2","Fintech is Femme: Owning Your PowerFintech is Femme: Owning Your Power","https://www.eventbrite.com/e/fintech-is-femme-owning-your-power-tickets-519164714637?aff=ebdssbdestsearch","Fintech is Femme: Owning Your Power","Monday, April 24 · 5:30 - 9pm EDT","43 W 23rd St 43 West 23rd Street New York, NY 10010","About this event3 hours 30 minutesMobile eTicketW﻿hat is Fintech is Femme?Fintech’s promise is to bring financial access to the masses yet in the industry itself— only 30% of fintech professionals are women. Nicole Casperson, Founder of Fintech is Femme is on a mission to change that. A part of New York Fintech Week, Fintech is Femme presents an evening of storytelling where female fintech executives share their trials and tribulations of being a leader in a heavily male-dominated community. Afterward, connect with peers and engage with content at a reception.Past Speakers:Brandis DeSimone, Head of Data Sales, Nasdaq Lara Hodgson, Founder & CEO, Now Vrinda Gupta, Founder and CEO, Sequin Michelle Tran, VP of Enterprise Sales, Vestwell Clarissa Horowitz, Head of Marketing, Lithic K﻿ick off New York FinTech Week with the female fintech community at Rise by Barclays!E﻿vent DetailsMonday, April 24thDoors Open: 5:30pm Show Starts: 6:00pm Cocktail Hour: 7:30pm-9:00pmC﻿reating an equitable fintech space relies on total collaboration. Allies are welcome and encouraged to attend the event and can expect to leave with a deeper understanding of diverse female experiences in fintech. SpeakersLule Demmissie is the US CEO of eToro, the world’s largest social investing network that empowers people to grow their knowledge and wealth as part of a global community of investors. Lule previously served as the President of Ally Invest, Managing Director of Investment Products & Digital Guidance at TD Ameritrade, and has worked for leading investment firms such as Morgan Stanley, J.P. Morgan, and Merrill Lynch.
 As a financial executive with a range of intersectional identities, a woman of color and a member of the LGBTQ+ community, she has a perspective that is much needed (and not often represented) in the area of fintech innovation, and gives voice to financial challenges facing a variety of communities.Sarah Levy is the CEO of Betterment, the largest, independent digital investment advisor. She brings over 25 years of brand building, customer loyalty, corporate strategy, and operational excellence to her role, and has a passion for taking businesses to the next level.Prior to joining Betterment, Levy was the COO of Viacom Media Networks, where she oversaw global strategy, finance, and operations for the $10Bn division that housed some of Viacom's iconic brands, including MTV, Comedy Central, and BET. Previously, Levy served as the Chief Operating Officer at Nickelodeon for over a decade and drove expansion of the brand and business both organically and through acquisitions. She spearheaded Nickelodeon's entry into new segments generating more than $4Bn at retail, including digital gaming, consumer products, resorts, Broadway and theme parks, as well as subscription video on demand.Levy’s passion for brands and consumer experience is critical in today’s financial services environment where investors have many more choices of where to entrust their resources than they did even a few years ago. Their desire to work with companies that understand them and reflect their values is central to the value proposition that embodies Betterment.As Group President, Product Innovation at Envestnet, Dani Fava accelerates the firm’s strategic vision to help advisors make financial wellness a reality for more people. Dani draws on more than 20 years of wealth management and technology experience, and most recently served as Director of Institutional Innovation at TD Ameritrade Institutional. Dani was named to Fintech Magazine’s “Top 100 Women in Fintech” list in 2021. She was recognized on InvestmentNews’ “Women to Watch” list in 2020 and named to 2020 IA25 by ThinkAdvisor, which also honored her as one of the Top Women in WealthTech for 2019.G﻿et more Fintech is Femme... 🗞 Subscribe to Nicole Casperson's Fintech is Femme newsletter here.🐦 F﻿ollow Nicole Casperson on Twitter here. A﻿bout Nicole Casperson...Nicole Casperson is a journalist, podcast host, and founder of Fintech Is Femme, a media brand sharing industry news, insights, and analysis from diverse voices in fintech who represent a new vision of what the industry can become: One powered by equitable opportunity & diversity. 60,000+ industry professionals subscribe to her podcast, newsletter, and events.Register for New York FinTech Week HERE","Workweek","https://www.eventbrite.com/o/workweek-45203151503"
