web-scraper-order,web-scraper-start-url,Event,Event-href,Title,Date and Time,Location,Description,Organizer_link,Organizer_link-href
"1681241761-411","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=3","United Gaia 23United Gaia 23","https://www.eventbrite.com/e/united-gaia-23-tickets-596036841237?aff=ebdssbdestsearch","United Gaia 23","April 22 · 3pm - April 23 · 3:30am EDT","Gaia NoMaya 510 Flatbush Avenue Brooklyn, NY 11225","About this event12 hours 30 minutesMobile eTicketWe are beyond thrilled to bring some of the best  Brooklyn brands, artists  and communities together for a magical  Saturday of activations, concerts and parties at Gaia Nomaya and Prospect Park with  guest speakers and workshops all connected to nature and sustainability with an  Artisan Market, Prospect park Clean up and nature walk, dancing, live world music, Djs, Cacao Ceremony,  Salt Cave sound healing, Kundalini Breath-Work, a land honoring ceremony and a Gong Bathe  at Prospect Park, 3 stages of music experiences and so much more as we raise money for Prospect Park Alliance locally to keep the biggest park in Brooklyn clean and green as well as globally by planting over 1500 regenerative trees in the Brazilian Amazon through our non-profit sponsor tree nation to help restore the lungs of our planet as they have suffered and lost a lot of trees in the past years to farm land as we grow a sustainable future for all while having fun together as a community!! DJS: David Hohme, Drew Proud (Rapture), Rick Rosa (Moonrise,Soundekk), Eric Terena(Amazon DJ), Iman Rizky (Ebb & Flow), Joey Grenier (Tribal Disco, Ecstatic Dance), Panoramix (Sonic Jungle, Gospel), BEING-SOUND ( Hyrbid Sound Healing Set), Live Muscians: Samir Langus Band (Moroccan Gnawa Music), SARA (Gaia Nomaya, Cacao & Medicine Music), Panoramix (Live Flute, Guitar & Percussion), Camila Celin (Spanish Guitar, RASA), Samanta Liza & Jehiah Sax (Sultry Vocals & Sax Serenades), MENDELEYEV (Vocal Bliss, Lightning Society)Wellness & Sound Ceremonialists: Manari & Florencia Friedman (Land Honoring Ceremony & Sound Journey in Prospect Park,Tim Sharp Salt Cave Gong Experience, SARA (Gaia Nomaya, Cacao & Medicine Music), Panoramix (Live Flute, Guitar & Percussion), Stephanie Babirak (Harp Serenades), Yuj (Angelic Vocal & Instrumental Sound Journey),  BEING-SOUND ( Hyrbid Sound Healing Set), Kundalini & Breathe in Prospect Park with Amrit.Guest Speakers: Amber Lasciak: Redu Sustainable Architecture and Repurposed Materials, Corinne Rivera: Carbon Credits, Richard Lemont: Human Design, Fede Friedman: Cacao Lab & why cacao is sustainble,Emily Mcglone (Peace Boat, Sustainable Ocean Practices), Chris Rodgers (Radical Herbs, Why Natural Medicine and connecting to plants is so important). MORE TBABrands Involved (A-Z):   Sonic Jungle, Gaia Nomaya, Palenque, Cup Zero, Peace Boat, Cacao Lab,, F.W.B, Moonrise, Lighting Society, Rapture, Redu,  Sounddek, Tree Nation, Tribal Disco, Ebb & Flow,  More TBAConscious Market: Healthy & Wholesome Colombian Food by Palenque Restaurant & Cafe,  Sustainable Fashion, Essential Oils, CBD Products, Local Mushrooms, Crystal Jewelry, Tarot and Human Design Readings.More TBA Location: Gaia Nomaya: 510 Flatbush Ave. Brooklyn  & Prospect Park: (Flatbush Ave. Entrance Across BK Botanical Garden)- This Event is Carbon Positive!!- Cup Zero cups and 0 plastic waste event!","The Sonic Jungle","https://www.eventbrite.com/o/the-sonic-jungle-12734701246"
"1681241764-412","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=3","2023 Waterfront Conference: THE IMPLEMENTATION CHALLENGE2023 Waterfront Conference: THE IMPLEMENTATION CHALLENGE","https://www.eventbrite.com/e/2023-waterfront-conference-the-implementation-challenge-tickets-506542741977?aff=ebdssbdestsearch","2023 Waterfront Conference: THE IMPLEMENTATION CHALLENGE","Monday, May 8 · 8am - 6pm EDT","Museum of Jewish Heritage—A Living Memorial to the Holocaust 36 Battery Place New York, NY 10280","About this event10 hoursMobile eTicketFor questions about the event: David Ezer, Director of Events, dezer@waterfrontalliance.org /  212-935-9831 x117 For sponsorship inquiries or pledges: download our benefits chart or contact Mackenzie Pope, Senior Development Manager, mpope@waterfrontalliance.org / 212-935-9831 x106The Waterfront Alliance’s annual Waterfront Conference – now in its 16th year – is the region’s premier forum exploring the challenges of and solutions to climate change, sustaining a strong maritime industry and regional economy, equitable access at our waterfronts and to our shared waterways, and a healthier open-space environment.    The window is still open to prevent the most severe impacts of climate change and ensure we are prepared for its outcomes. Funding is available now more than it has been in decades and the opportunity to take implementation to the next level is here. The 2023 Waterfront Conference takes a deep look at what we can accomplish, and the best practices and strategies for implementation. Themes include climate resilience and sustainability implementation; resilient infrastructure; the central role of ports and the maritime industry in the future of the region and for sustainability; the needs and challenges of the offshore wind sector; commitments to the most vulnerable and environmental justice communities; and ensuring best practices in planning, programs, and decision making.Hundreds of civic and business leaders, planners, engineers, architects, designers, activists, professors, and students will participate. Please see waterfrontalliance.org/waterfront-conference for program and sponsorship information.","Waterfront Alliance","https://www.eventbrite.com/o/waterfront-alliance-1852377507"
"1681241767-413","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=3","EARTH WEEK: FREE Dinner & Discussion with International Activist Seb Alex!EARTH WEEK: FREE Dinner & Discussion with International Activist Seb Alex!","https://www.eventbrite.com/e/earth-week-free-dinner-discussion-with-international-activist-seb-alex-tickets-579881149127?aff=ebdssbdestsearch","EARTH WEEK: FREE Dinner & Discussion with International Activist Seb Alex!","Wednesday, April 19 · 6 - 8:30pm EDT","Bhakti Center 25 1st Avenue New York, NY 10003","About this event2 hours 30 minutesMobile eTicketDinner and non-alcoholic drinks will be served. Join Vegan Activist Alliance  this Earth Week with international activist Seb Alex in exploring different moral theories such as utilitarianism, Kantianism, and contractarianism. Learn what philosophers have shared about animal rights throughout history and how our understanding of ethics impacts our views of every Being on this planet and their liberation. We will explore questions such as: Do animals deserve rights? If so, why? What are the arguments for and against adding them to our fight for social justice, and what is the relation between human rights, the climate crisis,  and the animal cause?By understanding the moral theories behind the animal cause, we can strive to create a better future for all sentient Beings. Please join us in making a difference. Please note: This event is open to everyone. You do not have to be vegan to attend. This series is a learning resource to support your veganism and activism journey, regardless of where you are.About the speaker: Born and raised in Lebanon, Seb Alex moved to Europe to pursue his career in Sustainable Architecture. Having worked with UNHCR, the UN Refugee Agency, he then took the opportunity to enter the corporate world to work as an international coordinator of architectural projects with a Barcelona-based firm. A year later, he left his corporate life behind and dedicated all his time to Animal Rights Advocacy. Seb is the founder of the Middle East Vegan Society, a lecturer, and an animal photojournalist. He lectures on animal rights and ethics in universities and schools and has given animal rights advocacy workshops to thousands of activists across Europe, the Middle East, and Australia. He also helped launch the world's first animal rights and vegan support center and published the ebook ""When Animal Rights & Logic Meet"" in 20 languages.","Vegan Activist Alliance","https://www.eventbrite.com/o/vegan-activist-alliance-46973145333"
"1681241770-414","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=3","Infrastructure for Climate ResilienceInfrastructure for Climate Resilience","https://www.eventbrite.com/e/infrastructure-for-climate-resilience-tickets-601699688967?aff=ebdssbdestsearch","Infrastructure for Climate Resilience","Tuesday, April 18 · 5:45 - 7pm EDT","Fayerweather Hall, Room 513 1180 Amsterdam Avenue New York, NY 10027","About this event1 hour 15 minutesMobile eTicketGeorge Deodatis addresses the threat posed by the combination of sea level rise and storm-induced flooding to interdependent infrastructure, including its above- and below-ground components. The ultimate objective is to establish optimal adaptation/mitigation strategies within a prescribed budget. Strategies in this context include, but are not restricted to, building sea-walls or other artificial and natural protective mechanisms, as well as strategic retreat.Thaddeus Pawlowski will then delve into the crucial topic of climate adaptation in New York City, where he'll share invaluable insights learned from the devastating impact of Hurricane Sandy on housing displacement and neighborhood recovery. He will explore why addressing the climate crisis is not just a matter of environmental concern, but also an urgent call to redesign urban systems that perpetuate social vulnerability, and pave the way for a more resilient and sustainable future.Event SpeakersGeorge Deodatis, Santiago and Robertina Calatrava Family Professor of Civil Engineering and Professor of Earth and Environmental Engineering at Columbia UniversityThaddeus Pawlowski, Director of the Center for Resilient Cities and Landscapes at Columbia UniversityModerated by Sarah Cole, Parr Professor of English and Comparative Literature and Dean of the Humanities at Columbia UniversityEvent InformationFree and open to the public; registration required. All in-person attendees must follow Columbia's COVID-19 policies. Visitors will be asked to provide proof of COVID-19 vaccination. Online attendees will receive a Zoom link from Eventbrite. Please email scienceandsociety@columbia.edu with any questions. Part of the Climate and Society series. Hosted byCenter for Science and SocietyColumbia Climate SchoolDean of HumanitiesEarth InstituteLamont-Doherty Earth ObservatoryClimate and Society MA ProgramThe Center for Science and Society makes every reasonable effort to accommodate individuals with disabilities. If you require disability accommodations to attend a Center for Science and Society event, please contact us at scienceandsociety@columbia.edu or (212) 853-1612 at least 10 days in advance of the event. For more information, please visit the campus accessibility webpage.","The Center for Science and Society","https://www.eventbrite.com/o/the-center-for-science-and-society-8449633279"
"1681241774-415","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=3","2023 NJBDA Symposium2023 NJBDA Symposium","https://www.eventbrite.com/e/2023-njbda-symposium-tickets-558984296077?aff=ebdssbdestsearch","2023 NJBDA Symposium","Tuesday, May 9 · 8:30am - 3:30pm EDT","Seton Hall University 400 South Orange Avenue South Orange, NJ 07079","About this event7 hoursMobile eTicketLocated this year in Seton Hall University's newly renovated Bishop Dougherty University Center, the New Jersey Big Data Alliance Symposium is New Jersey's premier conference for big data and advanced computing, consistently attracting 200+ attendees from industry, government, and academia.The theme for this year is ""Big Data in FinTech"". Participants will be able to gain insights on cutting-edge research at New Jersey’s premier academic institutions; participate in relevant and valuable workshops and network with industry, government, academic leaders and New Jersey Big Data Alliance members.Workshops include: AI/Machine Learning for FinTech, Data Assets and Privacy, Entrepreneurship in FinTech, Workforce Development for FinTech, and Cryptocurrencies and Risk Management. Immediately following the Symposium will be a Reception hosted by Seton Hall University.Keynote speakers: Kjersten Moody, Chief Data Officer of Prudential Financial, George Calhoun, Director of the Quantitative Finance Program and the Hanlon Financial Systems Center at Stevens Institute of Technology and Stephen Ward Managing Director at Insight Partners. The NJBDA is accepting abstracts until March 25, 2023. For more information, visit the Call for Abstracts page. For more sponsorship inquiries please contact kaerielle.larsen@shu.edu. For questions, please contact Manfred Minimair at manfred.minimair@shu.edu. Campus map  ( Bishop Dougherty University Center is #12 on the map)About The New Jersey Big Data Alliance: The New Jersey Big Data Alliance (NJBDA) is an unprecedented partnership of 18 higher education institutions and Edge, as well as industry and government members, to advance data-driven innovation and education in New Jersey. The alliance was recognized in 2014 by the New Jersey State Legislature as the state’s “cyberinfrastructure consortium.”Funding provided by the US Economic Development Administration","New Jersey Big Data Alliance","https://www.eventbrite.com/o/new-jersey-big-data-alliance-43311079063"
"1681241777-416","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=3","Consilience Earth Day Summit 2023Consilience Earth Day Summit 2023","https://www.eventbrite.com/e/consilience-earth-day-summit-2023-tickets-600652366397?aff=ebdssbdestsearch","Consilience Earth Day Summit 2023","Wednesday, April 19 · 7:30 - 9:30pm EDT","Uris Hall 3022 Broadway New York, NY 10027","About this event2 hoursMobile eTicketC﻿onsilience's 2023 Earth Day Summit will feature the following guests:
Thomas Chandler, Ph.D., is the Deputy Director of the National Center for Disaster Preparedness, and an Adjunct Associate Professor of Climate at the Columbia Climate School, Columbia University. He focuses on post-disaster housing and economic recovery, climate change adaptation, geographic and social networks, and community preparedness. He is the Director of the National Center for Disaster Preparedness’ FEMA training projects and also serves as a mentor for the National Science Foundation Research Experiences for Undergraduates program. He also previously served as an associate editor for Disaster Medicine and Public Health Preparedness. He holds a master’s degree in instructional design and a doctorate in social studies, both from Teachers College, Columbia University.Molly Reilly is the Chief Operational Strategy Officer for NYS Office of Parks, Recreation and Historic Preservation.  Previously, Molly served as the Governor’s Deputy Secretary for General Government and Technology and the Resiliency and Economic Development Initiative Program Manager.  Collaboration is the guiding principle and the deliberate approach for projects she oversees, whether the collaboration is inter-agency, intergovernmental or interdisciplinary.  Before joining State government, Molly served as the Mayor of the Village of Sackets Harbor, nestled on the Eastern Shore of Lake Ontario.Murat Güney is a social scientist and an urban researcher. He received his PhD degree in anthropology from Columbia University. His research interests include urban resilience, disaster preparedness, earthquakes, housing problems, wealth and income inequality. Güney demonstrates how the earthquake risk in Istanbul, Turkey is exploited by ‘disaster capitalism’ to implement a construction-led development model and to favor the construction sector. He critically investigates the environmental degradation the massive construction and urban expansion projects in Istanbul caused, such as the deforestation and loss of green space as well as the threat over the freshwater sources. Güney has worked as a researcher and coordinator at Istanbul’s Urban Planning Agency, where he collaborated with policy makers, members of NGOs and community groups; and developed policy proposals together to make the largest city of Europe more resilient to earthquakes, climate change, and public health risks.Michael Schmidt is a Building Systems Consultant at Steven Winter Associates, focusing on performance testing, field inspections, and verification of energy efficacy measures on projects pursuing high-performance building certifications, primarily Passive House. He consults with project teams throughout design and construction, with early involvement in plan reviews and later final testing to ensure actual performance meets design specifications. His Sustainable Construction Management education, along with hands-on experience, allows him to collaborate and problem-solve with project teams. Michael is accredited in both the Passive House US (PHIUS) and International (PHI) standards and has certified nearly a dozen large-scale high-performance buildings across the tri-state area. Ebru Gencer is an urban risk and resilience specialist with over 20 years of experience in research, knowledge, and strategic policy development in disaster risk reduction, climate change adaptation, and urban development. She is a Senior Urban Resilience Adviser at the World Bank, an Adjunct Associate Professor of Architecture and Urban Planning at Columbia University, and an Associate Editor of the Progress in Disaster Science Journal. Previously, she was the Co-Chair of thE Urban Planning Advisory Group to UN Secretary General Special Representative for DRR, and a Steering Committee member of the Making Cities Resilient Campaign. Ebru Gencer holds a PhD in Urban Planning from Columbia University.Dr. Kelsey Malloy","Consilience: The Journal of Sustainable Development","https://www.eventbrite.com/o/consilience-the-journal-of-sustainable-development-63159049063"
"1681241780-417","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=3","Panel Discussion: The Future of Clean Energy is NowPanel Discussion: The Future of Clean Energy is Now","https://www.eventbrite.com/e/panel-discussion-the-future-of-clean-energy-is-now-tickets-597196690377?aff=ebdssbdestsearch","Panel Discussion: The Future of Clean Energy is Now","Tue, Apr 11, 2023 6:00 PM - 8:00 PM EDT","Cosentino City 150 East 58th Street New York, NY 10155","About this event2 hoursMobile eTicketPlease join us for a panel discussion on understanding how incorporating clean energy in your projects, passive house design elements, and geothermal systems help create healthy and comfortable spaces for you and your clients.“Clean energy” can refer to a range of technologies and implementations in interior design. Our industry-expert panelists will discuss what makes a high-performance home and how Passive Houses work, along with an introduction to Geothermal heating & cooling systems.The panel discussion and meeting will be hosted at Cosentino. Through its brands, Silestone, Dekton, and Sensa, Cosentino provides sustainable design surfaces and a global services network to bring any project to life.S﻿peakers: Daniel Singer, Andreas Benzing, & Michael Murphy. Cocktails and hors d'oeuvres will be served. (Raffle item by Cosentino to be included.)","ASID New York Metro Chapter","https://www.eventbrite.com/o/asid-new-york-metro-chapter-3019950706"
"1681241783-418","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=3","NFT Tax Bites: Lunch & Learn Meetup w/ NFT NYC Panelist Andrew GordonNFT Tax Bites: Lunch & Learn Meetup w/ NFT NYC Panelist Andrew Gordon","https://www.eventbrite.com/e/nft-tax-bites-lunch-learn-meetup-w-nft-nyc-panelist-andrew-gordon-tickets-605153228597?aff=ebdssbdestsearch","NFT Tax Bites: Lunch & Learn Meetup w/ NFT NYC Panelist Andrew Gordon","Thursday, April 13 · 11:30am - 2pm EDT","91 E 3rd St 91 East 3rd Street New York, NY 10003","About this event2 hours 30 minutesMobile eTicketDo NFT taxes leave you feeling totally frustrated and confused? Are you looking for a way to lower your tax bill (WITHOUT triggering IRS audits and penalties)? Then don't miss this event presented by Andrew Gordon: Tax Attorney, CPA, and founder of Gordon Law Group! Conveniently located in lower Manhattan, this is the perfect daytime addition to your NFT NYC schedule. L﻿unch, beer, seltzer, and soft drinks will be provided (first come, first served). Settle in with some snacks, then catch a quick but informative presentation from one of the nation's top authorities on cryptocurrency and NFT law! The presentation and Q&A will be followed by a casual networking mixer where you can chat with your fellow NFT enthusiasts. (Note: It's totally fine to arrive late or leave early!)N﻿FT Tax Presentation and Q&A:No one wants to pay more in taxes than they really need to–but the IRS has been aggressively pursuing crypto audits, so you don’t want to get on their bad side. We'll share some of the top things you need to know to lower your tax bill while avoiding IRS audits and penalties, including:Which NFT transactions are taxable? What's the tax rate on NFTs?H﻿ow do I report NFTs on my tax return?C﻿an I deduct business expenses as an NFT creator/artist?W﻿hat if I lost money on my NFTs?C﻿an I deduct losses from bankrupt exchanges from FTX, Celsius, or BlockFi? A﻿bout Andrew Gordon:Andrew Gordon is an industry-leading crypto tax attorney and CPA. He and his firm, Gordon Law Group, have focused on crypto tax since 2014 and have prepared thousands of tax returns for retail investors, whales, celebrity clients, and NFT startups. He can also assist with tax audits, tax debt, business formation, advertising compliance, and much more!Agenda11:30 AM - 12:00 PM Guests arrive and get food12:00 PM - 12:30 PM NFT Tax presentation by Andrew Gordon, followed by audience Q&ALearn how NFT taxes work, the importance of reporting correctly, and strategies to pay less to the IRS!12:30 PM - 2:00 PM Casual networking/mixer with your fellow NFT enthusiastsIt's completely fine to arrive late or leave early!","Gordon Law Group","https://www.eventbrite.com/o/gordon-law-group-63675851533"
"1681241790-419","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=2","Fundraising in Tough Times: Focusing Your Development Super PowersFundraising in Tough Times: Focusing Your Development Super Powers","https://www.eventbrite.com/e/fundraising-in-tough-times-focusing-your-development-super-powers-tickets-557799010857?aff=ebdssbdestsearch","Fundraising in Tough Times: Focusing Your Development Super Powers","Tuesday, April 18 · 6 - 7:30pm EDT","Marcum LLP 10 Melville Park Road Melville, NY 11747","About this event1 hour 30 minutesMobile eTicketThe fundraising industry has survived several challenging years – and they’re not over yet. The economic outlook for 2023 looks rocky at best. Is your organization poised to weather the storm? Do you have a plan of attack should the country fall into a recession? Learn about what historical trends tell us about fundraising in challenging economic times and receive guidance on where industry experts say you should be focusing your time and resources in lean times. J﻿oin us on April 18 when our guest speaker is Eric Rezsnyak, Senior Vice President and  Chief Research Officer at GOBEL Group, the leading consulting firm dedicated to healthcare philanthropy. Eric joined GOBEL in January 2022, after spending more than 20 years in journalism and development. Prior to GOBEL, he served as the Director of Prospect Management and Research at Northwell Health, the largest health care provider in New York state with 22 hospitals and more than 830 outpatient facilities. At the Northwell Health Foundation, he managed the Prospect Research and Database teams as they worked toward the completion of a $1 billion campaign. He also served on the Foundation’s internal committees devoted to equity & diversity and technology. Previously he also served as Assistant Director of Prospect Research at Massachusetts General Hospital and came to development following a 15-year career in journalism. Eric holds a B.A. in Magazine Journalism from the S.I. Newhouse School of Public Communications at Syracuse University and resides in Queens, NY. He is the creator and host of the Great Pop Culture Debate podcast (www.greatpopculturedebate.com).CFRE Credits   - Full participation in  “Fundraising in Tough Times: Focusing Your Development Super Powers” is applicable for 1.25 points in Category 1.B -Education of the CFRE International application for initial certification and/or recertification.","AFPLI","https://www.eventbrite.com/o/afpli-18850445870"
"1681241793-420","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=2","WCA 4th Annual Regional Workforce Development SummitWCA 4th Annual Regional Workforce Development Summit","https://www.eventbrite.com/e/wca-4th-annual-regional-workforce-development-summit-tickets-574730693977?aff=ebdssbdestsearch","WCA 4th Annual Regional Workforce Development Summit","Thursday, April 13 · 8 - 10am EDT","CV Rich Mansion 305 Ridgeway Circle White Plains, NY 10605","About this event2 hoursMobile eTicketHear about major regional economic and demographic trends that are reshaping the workforce. Learn what strategies employers are using to meet recruitment and retention goals. Discover new ways to create and sustain impactful talent pipelines with local partners. Take advantage of one of the largest annual workforce events and networking opportunities in the region.E﻿vent Details:8﻿:00am - networking/continental breakfast8﻿:30am - program beginsKeynote: Jason Bram; Federal Reserve Bank of New YorkPanel DiscussionModerator:  Dr. Robert W. Amler, M.D., M.B.A., FAAB, FACPM; New York Medical CollegePanelists:M﻿ary Amato, CPA; CohnReznickS﻿ally A. Paull; Regeneron PharmaceuticalsR﻿osa Fanelli, LHHA; Epic Healthcare Managment","Westchester County Association","https://www.eventbrite.com/o/westchester-county-association-25788747367"
"1681241796-421","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=2","Powering the Future: Clean Energy Requirements and Community ImpactPowering the Future: Clean Energy Requirements and Community Impact","https://www.eventbrite.com/e/powering-the-future-clean-energy-requirements-and-community-impact-tickets-597780897757?aff=ebdssbdestsearch","Powering the Future: Clean Energy Requirements and Community Impact","Wednesday, June 14 · 8am - 4pm EDT","Delta Hotels by Marriott Somerset 110 Davidson Avenue Somerset, NJ 08873","About this event8 hoursMobile eTicketJoin us for a full-day program that will equip you with the latest insights into clean energy requirements and their impact on your propertiesWe'll provide you with the tools you need to make informed decisions about incorporating clean energy solutions into your properties.With a morning session dedicated to the latest developments in electric vehicle charging stations and an afternoon session on cutting-edge photovoltaics and roofing technology, you'll be well-prepared to meet the challenges of the future.Attendees will earn 6 continuing education credits.Register now and learn about the future impact on New Jersey Community Associations.Speaker Lineup:Steve Lang, R.A., AIA, NCARB, Principal at The Falcon GroupAndrew J. Podolski, Esq., Shareholder, Construction Litigation at Stark & StarkJames A. Trynosky, P.E., LEED AP, EVP at The Falcon GroupT﻿ony Booth, Founder & CEO at Stay-N-ChargeS﻿cott Sumetz, Director Enterprise Sales at GAFR﻿oss Catanzarite, Principal at The Accent GroupR﻿yan Fleming, Partner at JGS Insurance, a Baldwin Risk PartnerRay Venturino, Fire Protection Sales Consultant, City Fire Equipment CompanyAgendaMorning AgendaAfternoon Agenda9:00 AM - 9:15 AM IntroductionSteve Lang, The Falcon GroupThe morning agenda will focus on Electrical Vehicle Charging Stations.9:15 AM - 9:45 AM Legislation Update Regarding EV and SolarAndrew Podolski, Stark & StarkLegal impediments and ramifications for implementing EV and solar systems in common interest communities.9:45 AM - 10:15 AM Engineering James Trynosky, The Falcon GroupCapital projects, infrastructure planning, feasibility study and potential rebates.10:15 AM - 10:45 AM Electric Vehicle Payment Management & Incentives Tony Booth,  Stay-N-ChargeBasic overview of charging options available. From payment collection to load sharing to maintenance and who is responsible.10:45 AM - 11:15 AM Safety ConsiderationsRay Venturino, City Fire Equipment CompanySafety considerations that are often overlooked and risk management strategies to implement.11:15 AM - 12:00 PM Q&A12:00 PM - 1:00 PM LunchView all agenda","Falcon, JGS, CityFire, Stark & Stark, Accent & GAF","https://www.eventbrite.com/o/falcon-jgs-cityfire-stark-amp-stark-accent-amp-gaf-63193387763"
"1681241800-422","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=2","EARTH LOVE FEST: Block Party **Free All Day!**EARTH LOVE FEST: Block Party **Free All Day!**","https://www.eventbrite.com/e/earth-love-fest-block-party-free-all-day-tickets-541260222897?aff=ebdssbdestsearch","EARTH LOVE FEST: Block Party **Free All Day!**","Starts on Sunday, April 23 · 12pm EDT","House of Yes 2 Wyckoff Avenue Brooklyn, NY 11237","About this event6 hoursMobile eTicketJoin us for EARTH LOVE FEST, our 5th annual celebration of  daytime dance party magic, sustainability workshops and inspiration for eco-action! FREE ALL DAY! ALL AGES WELCOME!INDOOR & OUTDOOR CELEBRATIONS	EARTH LOVE FEST brings together creators, artists, performers, speakers, climate experts, ocean conservationists, sustainable designers and more to share knowledge, open hearts and inspire action to save our environment. Green your life. Move to the grooves for sustainability. Get inspired & fall in love with our planet all over again. ⫸ EXPERIENCESOPEN AIR DANCE PARTYART MARKET INTERACTIVE INSTALLATIONSECO BAZAARFRESH DRINKS ALL DAY TALKS & PANELS YOGA & MOVEMENTLIVE PERFORMANCESECO BEAUTY BAR WELLNESS WORKSHOPS+ MORE ⫸ GET INVOLVED!We are seeking vendors, artists, speakers and creators to get involved. Please fill out this FORM to submit your work and get in the mix. ⫸ MUSIC S﻿oul Summit MusicSoul Summit Music is a DJ collective known for its soulful house music events which takes place in Fort Greene Park, Brooklyn on Sunday afternoons, throughout the summer. Over the past thirteen years Soul Summit has become an institution developing a loyal following of old-school house heads, fun-loving families, and a new generation of music-lovers. They know how to guide the crowd through a musical journey switching from classic and deep house to hip-hop, funk, and afrobeat before taking you to the soulful peak! ⫸  PARTNERSOceanic Global reminds us of humanity’s original role in earth’s broader ecosystems and guides us in restoring equilibrium to our blue planet. Our core pillars of focus are designed to deepen humanity’s connection to the ocean as the lifeblood of the earth, provide tangible solutions for resilience, and create a blueprint for coexisting in harmony with our natural world.⫸ AFTER PARTYAs day turns into night,  join us for the EARTH LOVE AFTER PARTY (21+)⫸ GET ON THE LIST Subscribe to the House of Yes newsletter for first access to tickets and special invites: www.houseofyes.org/yesemails ··········································································································◆SAFER SPACES POLICY◆House of Yes is a space for everyone to feel welcome. We have a zero tolerance policy for harassment, unwanted touch, and discrimination. Always ASK before touching anyone at our events. If someone is making you uncomfortable, speak to a security guard or ask for a manager. We will believe you, and we will help. All restrooms in our venue are gender neutral. The entrance to the venue is ADA accessible. Strobe lights are used during performances and parties. Find out more at houseofyes.org/SAFER◆INFO & FAQ◆ ALL AGES WELCOME! | More questions? Check out: houseofyes.org/FAQ","House of Yes!","https://www.eventbrite.com/o/house-of-yes-8534581785"
"1681241803-423","https://www.eventbrite.com/d/ny--new-york/sustainable-development/?page=2","The Nest Climate Campus, Official Event Partner of Climate Week NYC 2023The Nest Climate Campus, Official Event Partner of Climate Week NYC 2023","https://www.eventbrite.com/e/the-nest-climate-campus-official-event-partner-of-climate-week-nyc-2023-tickets-483373441977?aff=ebdssbdestsearch","The Nest Climate Campus, Official Event Partner of Climate Week NYC 2023","September 19 · 8:30am - September 21 · 5:30pm EDT","Javits Center 445 11th Avenue New York, NY 10001","About this event2 days 9 hoursMobile eTicketThe Nest Climate CampusThe Nest Climate Campus,  home to hundreds of sustainable brands, businesses, individuals, and organizations, provides a unifying destination for climate action during Climate Week NYC.  We aim to accelerate climate solutions through collaboration and community. That’s why The Nest Climate Campus hosts cutting-edge discussions on the Main Stage, partners with leading organizations to bring Co-hosted Events under one green roof at the Javits Center, and bolsters rich networking opportunities through the various community engagement activities.It's all happening at the Javits Center during Climate Week NYC (September 19 - 21, 2023). About The Main Stage SummitWith your ticket, access the brightest minds and most committed organizations of the climate solutions movement! The Nest Summit Campus's Main Stage brings thought-leaders from leading organizations and the climate community together for two full days of education, inspiration, and collaboration. About The Campus Community Engagements & HappeningsConnecting communities is paramount at The Nest Climate Campus. In addition to the Summit Main Stage conference and Co-hosted Meetings & Events, attendees will enjoy extended community engagement activities. Partake in the many opportunities to explore, network, and feast!CLIMATE COLLECTIVEActivations and Networking Spaces Provide an Environment for Connecting with Colleagues and Discovering Climate Solutions. CLIMATE ARTSDesigned to Inspire, Immerse Yourself in the Intersection of Art and Action.GREEN ROOF TOURSThe Javits Center will be offering free tours of its 6.75-acre green roof, one of the largest of its kind in the United States! GARDEN EATERYAdjacent to the Javits' rooftop farm, orchard, and gardens, feast on a plant-based menu with vegan and vegetarian options for breakfast and lunch, and learn something new! Experience the circular story around the Javits food management system – from roof to table, local sourcing, and waste management. SPECIAL APPEARANCESHear from some of the most influential thought-leaders in the New York government and NGOs who are championing legislation and community service.  Please see our health & safety policy before arriving to the event. By registering for The Nest Climate Campus event, you agree to the event organizer's photo & video policy and privacy policy.","NXT Events Media Group","https://www.eventbrite.com/o/nxt-events-media-group-33584111599"
